id,temporada,codigo,exportadora_id,exportadora_nombre,productor_id,productor_nombre,campo_id,campo,csg,especie_id,especie_nombre,variedad_id,variedad_nombre,fecha_recepcion,planta,lote,guia,numero,peso_fruto,calibre,numero_orden,recepcion_id,created_at,updated_at
19420,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1581,13045,1,96.0,165,4,188,2025-06-01T01:33:31.000000Z,2025-06-01T01:33:31.000000Z
19421,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1581,13045,1,131.0,115,6,188,2025-06-01T01:33:31.000000Z,2025-06-01T01:33:31.000000Z
19422,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1581,13045,1,133.0,115,6,188,2025-06-01T01:33:31.000000Z,2025-06-01T01:33:31.000000Z
19423,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1581,13045,1,116.0,140,5,188,2025-06-01T01:33:31.000000Z,2025-06-01T01:33:31.000000Z
19424,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1581,13045,1,142.0,115,6,188,2025-06-01T01:33:31.000000Z,2025-06-01T01:33:31.000000Z
19425,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1581,13045,1,140.0,115,6,188,2025-06-01T01:33:31.000000Z,2025-06-01T01:33:31.000000Z
19426,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1581,13045,1,155.0,115,6,188,2025-06-01T01:33:31.000000Z,2025-06-01T01:33:31.000000Z
19427,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,124.0,140,5,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19428,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,141.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19429,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,213.0,75,8,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19430,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,174.0,95,7,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19431,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,151.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19432,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,136.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19433,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,123.0,140,5,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19434,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,122.0,140,5,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19435,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,105.0,165,4,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19436,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,132.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19437,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,133.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19438,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,136.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19439,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,129.0,140,5,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19440,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,115.0,140,5,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19441,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,144.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19442,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,94.0,165,4,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19443,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,100.0,165,4,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19444,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,150.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19445,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,145.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19446,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,182.0,95,7,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19447,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,135.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19448,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,264.0,75,8,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19449,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,102.0,165,4,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19450,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,100.0,165,4,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19451,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,134.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19452,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,110.0,140,5,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19453,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,149.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19454,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,148.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19455,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,116.0,140,5,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19456,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,108.0,140,5,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19457,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,154.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19458,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,122.0,140,5,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19459,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,87.0,165,4,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19460,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,89.0,165,4,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19461,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,89.0,165,4,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19462,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,101.0,165,4,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19463,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,118.0,140,5,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19464,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,83.0,200,3,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19465,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,178.0,95,7,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19466,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,107.0,140,5,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19467,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,125.0,140,5,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19468,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,93.0,165,4,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19469,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,97.0,165,4,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19470,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,140.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19471,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,139.0,115,6,189,2025-06-01T02:32:50.000000Z,2025-06-01T02:32:50.000000Z
19472,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,113.0,140,5,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19473,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,116.0,140,5,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19474,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,123.0,140,5,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19475,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,103.0,165,4,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19476,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,91.0,165,4,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19477,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,112.0,140,5,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19478,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,108.0,140,5,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19479,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,146.0,115,6,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19480,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,104.0,165,4,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19481,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,106.0,165,4,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19482,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,98.0,165,4,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19483,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,132.0,115,6,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19484,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,174.0,95,7,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19485,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,179.0,95,7,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19486,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,82.0,200,3,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19487,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,100.0,165,4,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19488,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,123.0,140,5,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19489,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,135.0,115,6,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19490,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,136.0,115,6,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
19491,2024/2025,LFR-,10,AMP EXPORT LTDA,40,SOCIEDAD AGRICOLA EL RANCHILLO,110,FUNDO EL RANCHILLO (AGRICOLA EL RANCHILLO UNO),98709,12,LIMONES,110,FINO 49,2025-05-31T04:00:00.000000Z,ALMAHUE,1582,13049,1,132.0,115,6,189,2025-06-01T02:32:51.000000Z,2025-06-01T02:32:51.000000Z
